"","Model_Type","AUC_Cross_Validated"
"1","RSA_WCN_Mean_Score",0.909442724458204
"2","RSA_WCN_Mean_Score",0.898606811145511
"3","RSA_WCN_Mean_Score",0.892414860681115
"4","RSA_WCN_Mean_Score",0.907120743034056
"5","RSA_WCN_Mean_Score",0.901702786377709
"6","RSA_WCN_Mean_Score",0.890866873065015
"7","RSA_WCN_Mean_Score",0.910216718266254
"8","RSA_WCN_Mean_Score",0.903250773993808
"9","RSA_WCN_Mean_Score",0.907894736842105
"10","RSA_WCN_Mean_Score",0.901702786377709
"11","RSA_WCN_Mean_Score",0.902476780185758
"12","RSA_WCN_Mean_Score",0.910216718266254
"13","RSA_WCN_Mean_Score",0.893188854489164
"14","RSA_WCN_Mean_Score",0.897058823529412
"15","RSA_WCN_Mean_Score",0.888544891640867
"16","RSA_WCN_Mean_Score",0.905572755417957
"17","RSA_WCN_Mean_Score",0.897058823529412
"18","RSA_WCN_Mean_Score",0.904798761609907
"19","RSA_WCN_Mean_Score",0.913312693498452
"20","RSA_WCN_Mean_Score",0.89938080495356
"21","RSA_WCN_Mean_Score",0.892414860681115
"22","RSA_WCN_Mean_Score",0.902476780185758
"23","RSA_WCN_Mean_Score",0.914860681114551
"24","RSA_WCN_Mean_Score",0.912538699690402
"25","RSA_WCN_Mean_Score",0.894736842105263
"26","RSA_WCN_Mean_Score",0.907120743034056
"27","RSA_WCN_Mean_Score",0.909442724458204
"28","RSA_WCN_Mean_Score",0.90092879256966
"29","RSA_WCN_Mean_Score",0.894736842105263
"30","RSA_WCN_Mean_Score",0.910990712074303
"31","RSA_WCN_Mean_Score",0.908668730650155
"32","RSA_WCN_Mean_Score",0.893188854489164
"33","RSA_WCN_Mean_Score",0.898606811145511
"34","RSA_WCN_Mean_Score",0.898606811145511
"35","RSA_WCN_Mean_Score",0.906346749226006
"36","RSA_WCN_Mean_Score",0.911764705882353
"37","RSA_WCN_Mean_Score",0.886222910216718
"38","RSA_WCN_Mean_Score",0.902476780185758
"39","RSA_WCN_Mean_Score",0.902476780185758
"40","RSA_WCN_Mean_Score",0.896284829721362
"41","RSA_WCN_Mean_Score",0.908668730650155
"42","RSA_WCN_Mean_Score",0.907894736842105
"43","RSA_WCN_Mean_Score",0.915634674922601
"44","RSA_WCN_Mean_Score",0.873839009287926
"45","RSA_WCN_Mean_Score",0.893962848297214
"46","RSA_WCN_Mean_Score",0.907894736842105
"47","RSA_WCN_Mean_Score",0.902476780185758
"48","RSA_WCN_Mean_Score",0.904024767801858
"49","RSA_WCN_Mean_Score",0.907120743034056
"50","RSA_WCN_Mean_Score",0.884674922600619
"51","RSA_WCN_Mean_Score",0.894736842105263
"52","RSA_WCN_Mean_Score",0.902476780185758
"53","RSA_WCN_Mean_Score",0.897832817337461
"54","RSA_WCN_Mean_Score",0.898606811145511
