"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"WCN_Mean_Score",0.858986175115207,"WCN_Mean_Score"
"2",2,"WCN_Mean_Score",0.890322580645161,"WCN_Mean_Score"
"3",3,"WCN_Mean_Score",0.861480075901328,"WCN_Mean_Score"
"4",4,"WCN_Mean_Score",0.864326375711575,"WCN_Mean_Score"
"5",5,"WCN_Mean_Score",0.874509803921569,"WCN_Mean_Score"
"6",6,"WCN_Mean_Score",0.895635673624288,"WCN_Mean_Score"
"7",7,"WCN_Mean_Score",0.875711574952562,"WCN_Mean_Score"
"8",8,"WCN_Mean_Score",0.859803921568628,"WCN_Mean_Score"
"9",9,"WCN_Mean_Score",0.893137254901961,"WCN_Mean_Score"
"10",10,"WCN_Mean_Score",0.874509803921569,"WCN_Mean_Score"
