"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"RSA_WCN",0.901328273244782,"RSA_WCN"
"2",2,"RSA_WCN",0.884313725490196,"RSA_WCN"
"3",3,"RSA_WCN",0.910599078341014,"RSA_WCN"
"4",4,"RSA_WCN",0.863725490196078,"RSA_WCN"
"5",5,"RSA_WCN",0.854901960784314,"RSA_WCN"
"6",6,"RSA_WCN",0.883301707779886,"RSA_WCN"
"7",7,"RSA_WCN",0.87741935483871,"RSA_WCN"
"8",8,"RSA_WCN",0.869607843137255,"RSA_WCN"
"9",9,"RSA_WCN",0.878557874762808,"RSA_WCN"
"10",10,"RSA_WCN",0.886148007590133,"RSA_WCN"
