"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"SS_Mean_Score",0.838235294117647,"SS_Mean_Score"
"2",2,"SS_Mean_Score",0.844402277039848,"SS_Mean_Score"
"3",3,"SS_Mean_Score",0.827450980392157,"SS_Mean_Score"
"4",4,"SS_Mean_Score",0.851428571428571,"SS_Mean_Score"
"5",5,"SS_Mean_Score",0.851992409867173,"SS_Mean_Score"
"6",6,"SS_Mean_Score",0.886635944700461,"SS_Mean_Score"
"7",7,"SS_Mean_Score",0.836274509803922,"SS_Mean_Score"
"8",8,"SS_Mean_Score",0.834914611005693,"SS_Mean_Score"
"9",9,"SS_Mean_Score",0.828273244781784,"SS_Mean_Score"
"10",10,"SS_Mean_Score",0.843453510436433,"SS_Mean_Score"
