"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"RSA_Mean_Score",0.864761904761905,"RSA_Mean_Score"
"2",2,"RSA_Mean_Score",0.837254901960784,"RSA_Mean_Score"
"3",3,"RSA_Mean_Score",0.828273244781784,"RSA_Mean_Score"
"4",4,"RSA_Mean_Score",0.829222011385199,"RSA_Mean_Score"
"5",5,"RSA_Mean_Score",0.821631878557875,"RSA_Mean_Score"
"6",6,"RSA_Mean_Score",0.855882352941177,"RSA_Mean_Score"
"7",7,"RSA_Mean_Score",0.854838709677419,"RSA_Mean_Score"
"8",8,"RSA_Mean_Score",0.809216589861751,"RSA_Mean_Score"
"9",9,"RSA_Mean_Score",0.822549019607843,"RSA_Mean_Score"
"10",10,"RSA_Mean_Score",0.810246679316888,"RSA_Mean_Score"
