"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"WCN_Mean_Score",0.868571428571429,"WCN_Mean_Score"
"2",2,"WCN_Mean_Score",0.892156862745098,"WCN_Mean_Score"
"3",3,"WCN_Mean_Score",0.872865275142315,"WCN_Mean_Score"
"4",4,"WCN_Mean_Score",0.860829493087558,"WCN_Mean_Score"
"5",5,"WCN_Mean_Score",0.869070208728653,"WCN_Mean_Score"
"6",6,"WCN_Mean_Score",0.870018975332068,"WCN_Mean_Score"
"7",7,"WCN_Mean_Score",0.885294117647059,"WCN_Mean_Score"
"8",8,"WCN_Mean_Score",0.868627450980392,"WCN_Mean_Score"
"9",9,"WCN_Mean_Score",0.870967741935484,"WCN_Mean_Score"
"10",10,"WCN_Mean_Score",0.895635673624288,"WCN_Mean_Score"
