"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"RSA_WCN_SS",0.945920303605313,"RSA_WCN_SS"
"2",2,"RSA_WCN_SS",0.919607843137255,"RSA_WCN_SS"
"3",3,"RSA_WCN_SS",0.93047619047619,"RSA_WCN_SS"
"4",4,"RSA_WCN_SS",0.926944971537002,"RSA_WCN_SS"
"5",5,"RSA_WCN_SS",0.908918406072106,"RSA_WCN_SS"
"6",6,"RSA_WCN_SS",0.9146110056926,"RSA_WCN_SS"
"7",7,"RSA_WCN_SS",0.925490196078431,"RSA_WCN_SS"
"8",8,"RSA_WCN_SS",0.912380952380952,"RSA_WCN_SS"
"9",9,"RSA_WCN_SS",0.917457305502846,"RSA_WCN_SS"
"10",10,"RSA_WCN_SS",0.93168880455408,"RSA_WCN_SS"
