"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"WCN_Mean_Score",0.899019607843137,"WCN_Mean_Score"
"2",2,"WCN_Mean_Score",0.855787476280835,"WCN_Mean_Score"
"3",3,"WCN_Mean_Score",0.858823529411765,"WCN_Mean_Score"
"4",4,"WCN_Mean_Score",0.874509803921569,"WCN_Mean_Score"
"5",5,"WCN_Mean_Score",0.857685009487666,"WCN_Mean_Score"
"6",6,"WCN_Mean_Score",0.870018975332068,"WCN_Mean_Score"
"7",7,"WCN_Mean_Score",0.868202764976958,"WCN_Mean_Score"
"8",8,"WCN_Mean_Score",0.874762808349146,"WCN_Mean_Score"
"9",9,"WCN_Mean_Score",0.880184331797235,"WCN_Mean_Score"
"10",10,"WCN_Mean_Score",0.912745098039216,"WCN_Mean_Score"
