"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"RSA_Mean_Score",0.845351043643264,"RSA_Mean_Score"
"2",2,"RSA_Mean_Score",0.82156862745098,"RSA_Mean_Score"
"3",3,"RSA_Mean_Score",0.866666666666667,"RSA_Mean_Score"
"4",4,"RSA_Mean_Score",0.817836812144212,"RSA_Mean_Score"
"5",5,"RSA_Mean_Score",0.832068311195446,"RSA_Mean_Score"
"6",6,"RSA_Mean_Score",0.83963133640553,"RSA_Mean_Score"
"7",7,"RSA_Mean_Score",0.853921568627451,"RSA_Mean_Score"
"8",8,"RSA_Mean_Score",0.816888045540797,"RSA_Mean_Score"
"9",9,"RSA_Mean_Score",0.821198156682028,"RSA_Mean_Score"
"10",10,"RSA_Mean_Score",0.819607843137255,"RSA_Mean_Score"
