"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"RSA_SS_Mean_Score",0.858986175115207,"RSA_SS_Mean_Score"
"2",2,"RSA_SS_Mean_Score",0.83965844402277,"RSA_SS_Mean_Score"
"3",3,"RSA_SS_Mean_Score",0.832068311195446,"RSA_SS_Mean_Score"
"4",4,"RSA_SS_Mean_Score",0.841176470588235,"RSA_SS_Mean_Score"
"5",5,"RSA_SS_Mean_Score",0.829222011385199,"RSA_SS_Mean_Score"
"6",6,"RSA_SS_Mean_Score",0.874285714285714,"RSA_SS_Mean_Score"
"7",7,"RSA_SS_Mean_Score",0.86527514231499,"RSA_SS_Mean_Score"
"8",8,"RSA_SS_Mean_Score",0.847058823529412,"RSA_SS_Mean_Score"
"9",9,"RSA_SS_Mean_Score",0.866666666666667,"RSA_SS_Mean_Score"
"10",10,"RSA_SS_Mean_Score",0.854838709677419,"RSA_SS_Mean_Score"
