"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"RSA_Mean_Score",0.823529411764706,"RSA_Mean_Score"
"2",2,"RSA_Mean_Score",0.855787476280835,"RSA_Mean_Score"
"3",3,"RSA_Mean_Score",0.824509803921569,"RSA_Mean_Score"
"4",4,"RSA_Mean_Score",0.815668202764977,"RSA_Mean_Score"
"5",5,"RSA_Mean_Score",0.830392156862745,"RSA_Mean_Score"
"6",6,"RSA_Mean_Score",0.841176470588235,"RSA_Mean_Score"
"7",7,"RSA_Mean_Score",0.820276497695853,"RSA_Mean_Score"
"8",8,"RSA_Mean_Score",0.81404174573055,"RSA_Mean_Score"
"9",9,"RSA_Mean_Score",0.87156862745098,"RSA_Mean_Score"
"10",10,"RSA_Mean_Score",0.836812144212524,"RSA_Mean_Score"
