"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"RSA_SS_Mean_Score",0.846082949308756,"RSA_SS_Mean_Score"
"2",2,"RSA_SS_Mean_Score",0.856862745098039,"RSA_SS_Mean_Score"
"3",3,"RSA_SS_Mean_Score",0.855299539170507,"RSA_SS_Mean_Score"
"4",4,"RSA_SS_Mean_Score",0.844402277039848,"RSA_SS_Mean_Score"
"5",5,"RSA_SS_Mean_Score",0.845098039215686,"RSA_SS_Mean_Score"
"6",6,"RSA_SS_Mean_Score",0.840196078431373,"RSA_SS_Mean_Score"
"7",7,"RSA_SS_Mean_Score",0.873529411764706,"RSA_SS_Mean_Score"
"8",8,"RSA_SS_Mean_Score",0.850094876660342,"RSA_SS_Mean_Score"
"9",9,"RSA_SS_Mean_Score",0.846299810246679,"RSA_SS_Mean_Score"
"10",10,"RSA_SS_Mean_Score",0.881404174573055,"RSA_SS_Mean_Score"
