"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"RSA_Mean_Score",0.820683111954459,"RSA_Mean_Score"
"2",2,"RSA_Mean_Score",0.817647058823529,"RSA_Mean_Score"
"3",3,"RSA_Mean_Score",0.82843137254902,"RSA_Mean_Score"
"4",4,"RSA_Mean_Score",0.824478178368121,"RSA_Mean_Score"
"5",5,"RSA_Mean_Score",0.835863377609108,"RSA_Mean_Score"
"6",6,"RSA_Mean_Score",0.857685009487666,"RSA_Mean_Score"
"7",7,"RSA_Mean_Score",0.836190476190476,"RSA_Mean_Score"
"8",8,"RSA_Mean_Score",0.860829493087558,"RSA_Mean_Score"
"9",9,"RSA_Mean_Score",0.836274509803922,"RSA_Mean_Score"
"10",10,"RSA_Mean_Score",0.828273244781784,"RSA_Mean_Score"
