"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"WCN_SS_Mean_Score",0.921658986175115,"WCN_SS_Mean_Score"
"2",2,"WCN_SS_Mean_Score",0.904174573055028,"WCN_SS_Mean_Score"
"3",3,"WCN_SS_Mean_Score",0.874762808349146,"WCN_SS_Mean_Score"
"4",4,"WCN_SS_Mean_Score",0.863725490196078,"WCN_SS_Mean_Score"
"5",5,"WCN_SS_Mean_Score",0.866666666666667,"WCN_SS_Mean_Score"
"6",6,"WCN_SS_Mean_Score",0.916508538899431,"WCN_SS_Mean_Score"
"7",7,"WCN_SS_Mean_Score",0.881404174573055,"WCN_SS_Mean_Score"
"8",8,"WCN_SS_Mean_Score",0.873529411764706,"WCN_SS_Mean_Score"
"9",9,"WCN_SS_Mean_Score",0.86078431372549,"WCN_SS_Mean_Score"
"10",10,"WCN_SS_Mean_Score",0.859907834101382,"WCN_SS_Mean_Score"
