"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"WCN_Mean_Score",0.873814041745731,"WCN_Mean_Score"
"2",2,"WCN_Mean_Score",0.876497695852535,"WCN_Mean_Score"
"3",3,"WCN_Mean_Score",0.850980392156863,"WCN_Mean_Score"
"4",4,"WCN_Mean_Score",0.863594470046083,"WCN_Mean_Score"
"5",5,"WCN_Mean_Score",0.87156862745098,"WCN_Mean_Score"
"6",6,"WCN_Mean_Score",0.863377609108159,"WCN_Mean_Score"
"7",7,"WCN_Mean_Score",0.874509803921569,"WCN_Mean_Score"
"8",8,"WCN_Mean_Score",0.893738140417457,"WCN_Mean_Score"
"9",9,"WCN_Mean_Score",0.916666666666667,"WCN_Mean_Score"
"10",10,"WCN_Mean_Score",0.867172675521822,"WCN_Mean_Score"
