"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"WCN_SS_Mean_Score",0.885294117647059,"WCN_SS_Mean_Score"
"2",2,"WCN_SS_Mean_Score",0.876660341555977,"WCN_SS_Mean_Score"
"3",3,"WCN_SS_Mean_Score",0.893137254901961,"WCN_SS_Mean_Score"
"4",4,"WCN_SS_Mean_Score",0.863377609108159,"WCN_SS_Mean_Score"
"5",5,"WCN_SS_Mean_Score",0.913662239089184,"WCN_SS_Mean_Score"
"6",6,"WCN_SS_Mean_Score",0.85,"WCN_SS_Mean_Score"
"7",7,"WCN_SS_Mean_Score",0.884761904761905,"WCN_SS_Mean_Score"
"8",8,"WCN_SS_Mean_Score",0.864326375711575,"WCN_SS_Mean_Score"
"9",9,"WCN_SS_Mean_Score",0.866359447004608,"WCN_SS_Mean_Score"
"10",10,"WCN_SS_Mean_Score",0.877609108159393,"WCN_SS_Mean_Score"
