"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"RSA_WCN_SS",0.908918406072106,"RSA_WCN_SS"
"2",2,"RSA_WCN_SS",0.946666666666667,"RSA_WCN_SS"
"3",3,"RSA_WCN_SS",0.910599078341014,"RSA_WCN_SS"
"4",4,"RSA_WCN_SS",0.918406072106262,"RSA_WCN_SS"
"5",5,"RSA_WCN_SS",0.934535104364326,"RSA_WCN_SS"
"6",6,"RSA_WCN_SS",0.933333333333333,"RSA_WCN_SS"
"7",7,"RSA_WCN_SS",0.920303605313093,"RSA_WCN_SS"
"8",8,"RSA_WCN_SS",0.923529411764706,"RSA_WCN_SS"
"9",9,"RSA_WCN_SS",0.912713472485769,"RSA_WCN_SS"
"10",10,"RSA_WCN_SS",0.911764705882353,"RSA_WCN_SS"
