"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"RSA_WCN_Mean_Score",0.951612903225806,"RSA_WCN_Mean_Score"
"2",2,"RSA_WCN_Mean_Score",0.917647058823529,"RSA_WCN_Mean_Score"
"3",3,"RSA_WCN_Mean_Score",0.932637571157495,"RSA_WCN_Mean_Score"
"4",4,"RSA_WCN_Mean_Score",0.919354838709677,"RSA_WCN_Mean_Score"
"5",5,"RSA_WCN_Mean_Score",0.935483870967742,"RSA_WCN_Mean_Score"
"6",6,"RSA_WCN_Mean_Score",0.923502304147465,"RSA_WCN_Mean_Score"
"7",7,"RSA_WCN_Mean_Score",0.920588235294118,"RSA_WCN_Mean_Score"
"8",8,"RSA_WCN_Mean_Score",0.92843137254902,"RSA_WCN_Mean_Score"
"9",9,"RSA_WCN_Mean_Score",0.917142857142857,"RSA_WCN_Mean_Score"
"10",10,"RSA_WCN_Mean_Score",0.934535104364326,"RSA_WCN_Mean_Score"
