"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"Mean_Score",0.835294117647059,"Mean_Score"
"2",2,"Mean_Score",0.813725490196078,"Mean_Score"
"3",3,"Mean_Score",0.786274509803922,"Mean_Score"
"4",4,"Mean_Score",0.806451612903226,"Mean_Score"
"5",5,"Mean_Score",0.832068311195446,"Mean_Score"
"6",6,"Mean_Score",0.795066413662239,"Mean_Score"
"7",7,"Mean_Score",0.824478178368121,"Mean_Score"
"8",8,"Mean_Score",0.789861751152074,"Mean_Score"
"9",9,"Mean_Score",0.80952380952381,"Mean_Score"
"10",10,"Mean_Score",0.842504743833017,"Mean_Score"
