"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"SS_Mean_Score",0.83778801843318,"SS_Mean_Score"
"2",2,"SS_Mean_Score",0.832068311195446,"SS_Mean_Score"
"3",3,"SS_Mean_Score",0.867647058823529,"SS_Mean_Score"
"4",4,"SS_Mean_Score",0.831428571428571,"SS_Mean_Score"
"5",5,"SS_Mean_Score",0.818785578747628,"SS_Mean_Score"
"6",6,"SS_Mean_Score",0.867172675521822,"SS_Mean_Score"
"7",7,"SS_Mean_Score",0.838709677419355,"SS_Mean_Score"
"8",8,"SS_Mean_Score",0.831372549019608,"SS_Mean_Score"
"9",9,"SS_Mean_Score",0.846299810246679,"SS_Mean_Score"
"10",10,"SS_Mean_Score",0.840196078431373,"SS_Mean_Score"
