"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"WCN",0.822549019607843,"WCN"
"2",2,"WCN",0.806451612903226,"WCN"
"3",3,"WCN",0.815939278937381,"WCN"
"4",4,"WCN",0.820588235294118,"WCN"
"5",5,"WCN",0.823963133640553,"WCN"
"6",6,"WCN",0.838709677419355,"WCN"
"7",7,"WCN",0.850980392156863,"WCN"
"8",8,"WCN",0.840196078431373,"WCN"
"9",9,"WCN",0.852941176470588,"WCN"
"10",10,"WCN",0.857685009487666,"WCN"
