"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"SS_Mean_Score",0.824478178368121,"SS_Mean_Score"
"2",2,"SS_Mean_Score",0.870967741935484,"SS_Mean_Score"
"3",3,"SS_Mean_Score",0.815939278937381,"SS_Mean_Score"
"4",4,"SS_Mean_Score",0.853921568627451,"SS_Mean_Score"
"5",5,"SS_Mean_Score",0.902941176470588,"SS_Mean_Score"
"6",6,"SS_Mean_Score",0.833965844402277,"SS_Mean_Score"
"7",7,"SS_Mean_Score",0.820952380952381,"SS_Mean_Score"
"8",8,"SS_Mean_Score",0.857142857142857,"SS_Mean_Score"
"9",9,"SS_Mean_Score",0.822549019607843,"SS_Mean_Score"
"10",10,"SS_Mean_Score",0.832068311195446,"SS_Mean_Score"
