"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"RSA_WCN_Mean_Score",0.925714285714286,"RSA_WCN_Mean_Score"
"2",2,"RSA_WCN_Mean_Score",0.919047619047619,"RSA_WCN_Mean_Score"
"3",3,"RSA_WCN_Mean_Score",0.92314990512334,"RSA_WCN_Mean_Score"
"4",4,"RSA_WCN_Mean_Score",0.916508538899431,"RSA_WCN_Mean_Score"
"5",5,"RSA_WCN_Mean_Score",0.922201138519924,"RSA_WCN_Mean_Score"
"6",6,"RSA_WCN_Mean_Score",0.924098671726755,"RSA_WCN_Mean_Score"
"7",7,"RSA_WCN_Mean_Score",0.950664136622391,"RSA_WCN_Mean_Score"
"8",8,"RSA_WCN_Mean_Score",0.934535104364326,"RSA_WCN_Mean_Score"
"9",9,"RSA_WCN_Mean_Score",0.934313725490196,"RSA_WCN_Mean_Score"
"10",10,"RSA_WCN_Mean_Score",0.931372549019608,"RSA_WCN_Mean_Score"
