"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"Mean_Score",0.797058823529412,"Mean_Score"
"2",2,"Mean_Score",0.799019607843137,"Mean_Score"
"3",3,"Mean_Score",0.832068311195446,"Mean_Score"
"4",4,"Mean_Score",0.819607843137255,"Mean_Score"
"5",5,"Mean_Score",0.823963133640553,"Mean_Score"
"6",6,"Mean_Score",0.802941176470588,"Mean_Score"
"7",7,"Mean_Score",0.840607210626186,"Mean_Score"
"8",8,"Mean_Score",0.809297912713472,"Mean_Score"
"9",9,"Mean_Score",0.782732447817837,"Mean_Score"
"10",10,"Mean_Score",0.827649769585253,"Mean_Score"
