"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"WCN",0.869607843137255,"WCN"
"2",2,"WCN",0.835294117647059,"WCN"
"3",3,"WCN",0.842504743833017,"WCN"
"4",4,"WCN",0.819047619047619,"WCN"
"5",5,"WCN",0.821631878557875,"WCN"
"6",6,"WCN",0.802656546489564,"WCN"
"7",7,"WCN",0.831372549019608,"WCN"
"8",8,"WCN",0.846299810246679,"WCN"
"9",9,"WCN",0.817511520737327,"WCN"
"10",10,"WCN",0.843453510436433,"WCN"
