"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"Mean_Score",0.783333333333333,"Mean_Score"
"2",2,"Mean_Score",0.810138248847926,"Mean_Score"
"3",3,"Mean_Score",0.83965844402277,"Mean_Score"
"4",4,"Mean_Score",0.79696394686907,"Mean_Score"
"5",5,"Mean_Score",0.791176470588235,"Mean_Score"
"6",6,"Mean_Score",0.782732447817837,"Mean_Score"
"7",7,"Mean_Score",0.824509803921569,"Mean_Score"
"8",8,"Mean_Score",0.853921568627451,"Mean_Score"
"9",9,"Mean_Score",0.815668202764977,"Mean_Score"
"10",10,"Mean_Score",0.835863377609108,"Mean_Score"
