"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"RSA_Mean_Score",0.884250474383302,"RSA_Mean_Score"
"2",2,"RSA_Mean_Score",0.83778801843318,"RSA_Mean_Score"
"3",3,"RSA_Mean_Score",0.826375711574952,"RSA_Mean_Score"
"4",4,"RSA_Mean_Score",0.811195445920304,"RSA_Mean_Score"
"5",5,"RSA_Mean_Score",0.814705882352941,"RSA_Mean_Score"
"6",6,"RSA_Mean_Score",0.840607210626186,"RSA_Mean_Score"
"7",7,"RSA_Mean_Score",0.85047619047619,"RSA_Mean_Score"
"8",8,"RSA_Mean_Score",0.814705882352941,"RSA_Mean_Score"
"9",9,"RSA_Mean_Score",0.843453510436433,"RSA_Mean_Score"
"10",10,"RSA_Mean_Score",0.824509803921569,"RSA_Mean_Score"
