"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"RSA_WCN",0.851992409867173,"RSA_WCN"
"2",2,"RSA_WCN",0.879411764705882,"RSA_WCN"
"3",3,"RSA_WCN",0.900952380952381,"RSA_WCN"
"4",4,"RSA_WCN",0.870967741935484,"RSA_WCN"
"5",5,"RSA_WCN",0.885199240986717,"RSA_WCN"
"6",6,"RSA_WCN",0.896078431372549,"RSA_WCN"
"7",7,"RSA_WCN",0.860531309297913,"RSA_WCN"
"8",8,"RSA_WCN",0.904174573055028,"RSA_WCN"
"9",9,"RSA_WCN",0.881372549019608,"RSA_WCN"
"10",10,"RSA_WCN",0.879506641366224,"RSA_WCN"
