"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"RSA_SS_Mean_Score",0.875711574952562,"RSA_SS_Mean_Score"
"2",2,"RSA_SS_Mean_Score",0.862745098039216,"RSA_SS_Mean_Score"
"3",3,"RSA_SS_Mean_Score",0.854377880184332,"RSA_SS_Mean_Score"
"4",4,"RSA_SS_Mean_Score",0.864705882352941,"RSA_SS_Mean_Score"
"5",5,"RSA_SS_Mean_Score",0.83965844402277,"RSA_SS_Mean_Score"
"6",6,"RSA_SS_Mean_Score",0.853889943074004,"RSA_SS_Mean_Score"
"7",7,"RSA_SS_Mean_Score",0.84819734345351,"RSA_SS_Mean_Score"
"8",8,"RSA_SS_Mean_Score",0.859907834101382,"RSA_SS_Mean_Score"
"9",9,"RSA_SS_Mean_Score",0.823529411764706,"RSA_SS_Mean_Score"
"10",10,"RSA_SS_Mean_Score",0.832352941176471,"RSA_SS_Mean_Score"
