"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"RSA_SS_Mean_Score",0.863594470046083,"RSA_SS_Mean_Score"
"2",2,"RSA_SS_Mean_Score",0.852941176470588,"RSA_SS_Mean_Score"
"3",3,"RSA_SS_Mean_Score",0.861480075901328,"RSA_SS_Mean_Score"
"4",4,"RSA_SS_Mean_Score",0.840607210626186,"RSA_SS_Mean_Score"
"5",5,"RSA_SS_Mean_Score",0.863725490196078,"RSA_SS_Mean_Score"
"6",6,"RSA_SS_Mean_Score",0.827324478178368,"RSA_SS_Mean_Score"
"7",7,"RSA_SS_Mean_Score",0.835023041474654,"RSA_SS_Mean_Score"
"8",8,"RSA_SS_Mean_Score",0.881372549019608,"RSA_SS_Mean_Score"
"9",9,"RSA_SS_Mean_Score",0.850094876660342,"RSA_SS_Mean_Score"
"10",10,"RSA_SS_Mean_Score",0.823529411764706,"RSA_SS_Mean_Score"
