"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"RSA_Mean_Score",0.829411764705882,"RSA_Mean_Score"
"2",2,"RSA_Mean_Score",0.840607210626186,"RSA_Mean_Score"
"3",3,"RSA_Mean_Score",0.824509803921569,"RSA_Mean_Score"
"4",4,"RSA_Mean_Score",0.890196078431372,"RSA_Mean_Score"
"5",5,"RSA_Mean_Score",0.827324478178368,"RSA_Mean_Score"
"6",6,"RSA_Mean_Score",0.862672811059908,"RSA_Mean_Score"
"7",7,"RSA_Mean_Score",0.823041474654378,"RSA_Mean_Score"
"8",8,"RSA_Mean_Score",0.829222011385199,"RSA_Mean_Score"
"9",9,"RSA_Mean_Score",0.82156862745098,"RSA_Mean_Score"
"10",10,"RSA_Mean_Score",0.807400379506641,"RSA_Mean_Score"
