"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"SS",0.830170777988615,"SS"
"2",2,"SS",0.855787476280835,"SS"
"3",3,"SS",0.840552995391705,"SS"
"4",4,"SS",0.825490196078431,"SS"
"5",5,"SS",0.83047619047619,"SS"
"6",6,"SS",0.859582542694497,"SS"
"7",7,"SS",0.829411764705882,"SS"
"8",8,"SS",0.855787476280835,"SS"
"9",9,"SS",0.855787476280835,"SS"
"10",10,"SS",0.854901960784314,"SS"
