"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"RSA_WCN",0.864516129032258,"RSA_WCN"
"2",2,"RSA_WCN",0.867172675521822,"RSA_WCN"
"3",3,"RSA_WCN",0.883301707779886,"RSA_WCN"
"4",4,"RSA_WCN",0.894117647058824,"RSA_WCN"
"5",5,"RSA_WCN",0.886274509803922,"RSA_WCN"
"6",6,"RSA_WCN",0.894117647058824,"RSA_WCN"
"7",7,"RSA_WCN",0.845098039215686,"RSA_WCN"
"8",8,"RSA_WCN",0.903225806451613,"RSA_WCN"
"9",9,"RSA_WCN",0.868121442125237,"RSA_WCN"
"10",10,"RSA_WCN",0.877609108159393,"RSA_WCN"
