"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"RSA_WCN",0.864761904761905,"RSA_WCN"
"2",2,"RSA_WCN",0.900980392156863,"RSA_WCN"
"3",3,"RSA_WCN",0.891176470588235,"RSA_WCN"
"4",4,"RSA_WCN",0.887096774193548,"RSA_WCN"
"5",5,"RSA_WCN",0.887096774193548,"RSA_WCN"
"6",6,"RSA_WCN",0.905882352941176,"RSA_WCN"
"7",7,"RSA_WCN",0.861480075901328,"RSA_WCN"
"8",8,"RSA_WCN",0.86527514231499,"RSA_WCN"
"9",9,"RSA_WCN",0.88294930875576,"RSA_WCN"
"10",10,"RSA_WCN",0.858633776091082,"RSA_WCN"
