"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"RSA_WCN_SS",0.910815939278937,"RSA_WCN_SS"
"2",2,"RSA_WCN_SS",0.927893738140417,"RSA_WCN_SS"
"3",3,"RSA_WCN_SS",0.9,"RSA_WCN_SS"
"4",4,"RSA_WCN_SS",0.919354838709677,"RSA_WCN_SS"
"5",5,"RSA_WCN_SS",0.927893738140417,"RSA_WCN_SS"
"6",6,"RSA_WCN_SS",0.919047619047619,"RSA_WCN_SS"
"7",7,"RSA_WCN_SS",0.922201138519924,"RSA_WCN_SS"
"8",8,"RSA_WCN_SS",0.933586337760911,"RSA_WCN_SS"
"9",9,"RSA_WCN_SS",0.920952380952381,"RSA_WCN_SS"
"10",10,"RSA_WCN_SS",0.940196078431373,"RSA_WCN_SS"
