"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"Mean_Score",0.83965844402277,"Mean_Score"
"2",2,"Mean_Score",0.811059907834101,"Mean_Score"
"3",3,"Mean_Score",0.822857142857143,"Mean_Score"
"4",4,"Mean_Score",0.823529411764706,"Mean_Score"
"5",5,"Mean_Score",0.802656546489564,"Mean_Score"
"6",6,"Mean_Score",0.803921568627451,"Mean_Score"
"7",7,"Mean_Score",0.807400379506641,"Mean_Score"
"8",8,"Mean_Score",0.787476280834915,"Mean_Score"
"9",9,"Mean_Score",0.840196078431373,"Mean_Score"
"10",10,"Mean_Score",0.795066413662239,"Mean_Score"
