"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"RSA_Mean_Score",0.840952380952381,"RSA_Mean_Score"
"2",2,"RSA_Mean_Score",0.859582542694497,"RSA_Mean_Score"
"3",3,"RSA_Mean_Score",0.82156862745098,"RSA_Mean_Score"
"4",4,"RSA_Mean_Score",0.819734345351044,"RSA_Mean_Score"
"5",5,"RSA_Mean_Score",0.823809523809524,"RSA_Mean_Score"
"6",6,"RSA_Mean_Score",0.826375711574952,"RSA_Mean_Score"
"7",7,"RSA_Mean_Score",0.83965844402277,"RSA_Mean_Score"
"8",8,"RSA_Mean_Score",0.845351043643264,"RSA_Mean_Score"
"9",9,"RSA_Mean_Score",0.830170777988615,"RSA_Mean_Score"
"10",10,"RSA_Mean_Score",0.835294117647059,"RSA_Mean_Score"
