"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"SS_Mean_Score",0.865686274509804,"SS_Mean_Score"
"2",2,"SS_Mean_Score",0.862428842504744,"SS_Mean_Score"
"3",3,"SS_Mean_Score",0.823529411764706,"SS_Mean_Score"
"4",4,"SS_Mean_Score",0.852941176470588,"SS_Mean_Score"
"5",5,"SS_Mean_Score",0.852941176470588,"SS_Mean_Score"
"6",6,"SS_Mean_Score",0.834914611005693,"SS_Mean_Score"
"7",7,"SS_Mean_Score",0.827649769585253,"SS_Mean_Score"
"8",8,"SS_Mean_Score",0.828571428571429,"SS_Mean_Score"
"9",9,"SS_Mean_Score",0.828273244781784,"SS_Mean_Score"
"10",10,"SS_Mean_Score",0.849019607843137,"SS_Mean_Score"
