"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"WCN_SS_Mean_Score",0.884250474383302,"WCN_SS_Mean_Score"
"2",2,"WCN_SS_Mean_Score",0.885199240986717,"WCN_SS_Mean_Score"
"3",3,"WCN_SS_Mean_Score",0.887254901960784,"WCN_SS_Mean_Score"
"4",4,"WCN_SS_Mean_Score",0.879506641366224,"WCN_SS_Mean_Score"
"5",5,"WCN_SS_Mean_Score",0.893137254901961,"WCN_SS_Mean_Score"
"6",6,"WCN_SS_Mean_Score",0.870967741935484,"WCN_SS_Mean_Score"
"7",7,"WCN_SS_Mean_Score",0.896584440227704,"WCN_SS_Mean_Score"
"8",8,"WCN_SS_Mean_Score",0.879047619047619,"WCN_SS_Mean_Score"
"9",9,"WCN_SS_Mean_Score",0.868571428571429,"WCN_SS_Mean_Score"
"10",10,"WCN_SS_Mean_Score",0.86527514231499,"WCN_SS_Mean_Score"
