"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"RSA_WCN",0.866223908918406,"RSA_WCN"
"2",2,"RSA_WCN",0.901328273244782,"RSA_WCN"
"3",3,"RSA_WCN",0.884313725490196,"RSA_WCN"
"4",4,"RSA_WCN",0.861751152073733,"RSA_WCN"
"5",5,"RSA_WCN",0.897533206831119,"RSA_WCN"
"6",6,"RSA_WCN",0.881404174573055,"RSA_WCN"
"7",7,"RSA_WCN",0.884313725490196,"RSA_WCN"
"8",8,"RSA_WCN",0.878095238095238,"RSA_WCN"
"9",9,"RSA_WCN",0.881372549019608,"RSA_WCN"
"10",10,"RSA_WCN",0.86527514231499,"RSA_WCN"
