"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"RSA_WCN_SS",0.909803921568627,"RSA_WCN_SS"
"2",2,"RSA_WCN_SS",0.909677419354839,"RSA_WCN_SS"
"3",3,"RSA_WCN_SS",0.924098671726755,"RSA_WCN_SS"
"4",4,"RSA_WCN_SS",0.953510436432638,"RSA_WCN_SS"
"5",5,"RSA_WCN_SS",0.938330170777989,"RSA_WCN_SS"
"6",6,"RSA_WCN_SS",0.931372549019608,"RSA_WCN_SS"
"7",7,"RSA_WCN_SS",0.92156862745098,"RSA_WCN_SS"
"8",8,"RSA_WCN_SS",0.911520737327189,"RSA_WCN_SS"
"9",9,"RSA_WCN_SS",0.907843137254902,"RSA_WCN_SS"
"10",10,"RSA_WCN_SS",0.924098671726755,"RSA_WCN_SS"
