"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"RSA",0.701960784313726,"RSA"
"2",2,"RSA",0.702087286527514,"RSA"
"3",3,"RSA",0.707843137254902,"RSA"
"4",4,"RSA",0.67741935483871,"RSA"
"5",5,"RSA",0.720588235294118,"RSA"
"6",6,"RSA",0.701960784313726,"RSA"
"7",7,"RSA",0.681214421252372,"RSA"
"8",8,"RSA",0.695445920303605,"RSA"
"9",9,"RSA",0.694930875576037,"RSA"
"10",10,"RSA",0.706831119544592,"RSA"
