"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"RSA_SS_Mean_Score",0.870588235294118,"RSA_SS_Mean_Score"
"2",2,"RSA_SS_Mean_Score",0.844402277039848,"RSA_SS_Mean_Score"
"3",3,"RSA_SS_Mean_Score",0.832352941176471,"RSA_SS_Mean_Score"
"4",4,"RSA_SS_Mean_Score",0.851992409867173,"RSA_SS_Mean_Score"
"5",5,"RSA_SS_Mean_Score",0.837760910815939,"RSA_SS_Mean_Score"
"6",6,"RSA_SS_Mean_Score",0.856862745098039,"RSA_SS_Mean_Score"
"7",7,"RSA_SS_Mean_Score",0.847926267281106,"RSA_SS_Mean_Score"
"8",8,"RSA_SS_Mean_Score",0.851043643263757,"RSA_SS_Mean_Score"
"9",9,"RSA_SS_Mean_Score",0.829411764705882,"RSA_SS_Mean_Score"
"10",10,"RSA_SS_Mean_Score",0.884792626728111,"RSA_SS_Mean_Score"
