"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"WCN_Mean_Score",0.872549019607843,"WCN_Mean_Score"
"2",2,"WCN_Mean_Score",0.853921568627451,"WCN_Mean_Score"
"3",3,"WCN_Mean_Score",0.873814041745731,"WCN_Mean_Score"
"4",4,"WCN_Mean_Score",0.900379506641366,"WCN_Mean_Score"
"5",5,"WCN_Mean_Score",0.886148007590133,"WCN_Mean_Score"
"6",6,"WCN_Mean_Score",0.859907834101382,"WCN_Mean_Score"
"7",7,"WCN_Mean_Score",0.870588235294118,"WCN_Mean_Score"
"8",8,"WCN_Mean_Score",0.888994307400379,"WCN_Mean_Score"
"9",9,"WCN_Mean_Score",0.86078431372549,"WCN_Mean_Score"
"10",10,"WCN_Mean_Score",0.870967741935484,"WCN_Mean_Score"
