"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"Mean_Score",0.822549019607843,"Mean_Score"
"2",2,"Mean_Score",0.79815668202765,"Mean_Score"
"3",3,"Mean_Score",0.817836812144212,"Mean_Score"
"4",4,"Mean_Score",0.811764705882353,"Mean_Score"
"5",5,"Mean_Score",0.800759013282732,"Mean_Score"
"6",6,"Mean_Score",0.834914611005693,"Mean_Score"
"7",7,"Mean_Score",0.82258064516129,"Mean_Score"
"8",8,"Mean_Score",0.795238095238095,"Mean_Score"
"9",9,"Mean_Score",0.780392156862745,"Mean_Score"
"10",10,"Mean_Score",0.847248576850095,"Mean_Score"
