"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"RSA_WCN",0.854377880184332,"RSA_WCN"
"2",2,"RSA_WCN",0.892789373814042,"RSA_WCN"
"3",3,"RSA_WCN",0.875490196078431,"RSA_WCN"
"4",4,"RSA_WCN",0.871916508538899,"RSA_WCN"
"5",5,"RSA_WCN",0.912713472485769,"RSA_WCN"
"6",6,"RSA_WCN",0.902277039848197,"RSA_WCN"
"7",7,"RSA_WCN",0.881404174573055,"RSA_WCN"
"8",8,"RSA_WCN",0.866666666666667,"RSA_WCN"
"9",9,"RSA_WCN",0.862745098039216,"RSA_WCN"
"10",10,"RSA_WCN",0.883333333333333,"RSA_WCN"
