"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"WCN_Mean_Score",0.854838709677419,"WCN_Mean_Score"
"2",2,"WCN_Mean_Score",0.882352941176471,"WCN_Mean_Score"
"3",3,"WCN_Mean_Score",0.874762808349146,"WCN_Mean_Score"
"4",4,"WCN_Mean_Score",0.871916508538899,"WCN_Mean_Score"
"5",5,"WCN_Mean_Score",0.884313725490196,"WCN_Mean_Score"
"6",6,"WCN_Mean_Score",0.872811059907834,"WCN_Mean_Score"
"7",7,"WCN_Mean_Score",0.890196078431373,"WCN_Mean_Score"
"8",8,"WCN_Mean_Score",0.861764705882353,"WCN_Mean_Score"
"9",9,"WCN_Mean_Score",0.85047619047619,"WCN_Mean_Score"
"10",10,"WCN_Mean_Score",0.892789373814042,"WCN_Mean_Score"
