"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"WCN_Mean_Score",0.858823529411765,"WCN_Mean_Score"
"2",2,"WCN_Mean_Score",0.892156862745098,"WCN_Mean_Score"
"3",3,"WCN_Mean_Score",0.884250474383302,"WCN_Mean_Score"
"4",4,"WCN_Mean_Score",0.872811059907834,"WCN_Mean_Score"
"5",5,"WCN_Mean_Score",0.880392156862745,"WCN_Mean_Score"
"6",6,"WCN_Mean_Score",0.868121442125237,"WCN_Mean_Score"
"7",7,"WCN_Mean_Score",0.879506641366224,"WCN_Mean_Score"
"8",8,"WCN_Mean_Score",0.862672811059908,"WCN_Mean_Score"
"9",9,"WCN_Mean_Score",0.888045540796964,"WCN_Mean_Score"
"10",10,"WCN_Mean_Score",0.858823529411765,"WCN_Mean_Score"
