"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"RSA_WCN",0.899430740037951,"RSA_WCN"
"2",2,"RSA_WCN",0.872811059907834,"RSA_WCN"
"3",3,"RSA_WCN",0.884313725490196,"RSA_WCN"
"4",4,"RSA_WCN",0.892165898617511,"RSA_WCN"
"5",5,"RSA_WCN",0.857843137254902,"RSA_WCN"
"6",6,"RSA_WCN",0.896584440227704,"RSA_WCN"
"7",7,"RSA_WCN",0.864705882352941,"RSA_WCN"
"8",8,"RSA_WCN",0.884250474383302,"RSA_WCN"
"9",9,"RSA_WCN",0.875711574952562,"RSA_WCN"
"10",10,"RSA_WCN",0.893137254901961,"RSA_WCN"
