"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"RSA_Mean_Score",0.859803921568628,"RSA_Mean_Score"
"2",2,"RSA_Mean_Score",0.824884792626728,"RSA_Mean_Score"
"3",3,"RSA_Mean_Score",0.837760910815939,"RSA_Mean_Score"
"4",4,"RSA_Mean_Score",0.826470588235294,"RSA_Mean_Score"
"5",5,"RSA_Mean_Score",0.834313725490196,"RSA_Mean_Score"
"6",6,"RSA_Mean_Score",0.823963133640553,"RSA_Mean_Score"
"7",7,"RSA_Mean_Score",0.825426944971537,"RSA_Mean_Score"
"8",8,"RSA_Mean_Score",0.84819734345351,"RSA_Mean_Score"
"9",9,"RSA_Mean_Score",0.82843137254902,"RSA_Mean_Score"
"10",10,"RSA_Mean_Score",0.824478178368121,"RSA_Mean_Score"
