"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"Mean_Score",0.847619047619048,"Mean_Score"
"2",2,"Mean_Score",0.795066413662239,"Mean_Score"
"3",3,"Mean_Score",0.798861480075901,"Mean_Score"
"4",4,"Mean_Score",0.802764976958525,"Mean_Score"
"5",5,"Mean_Score",0.83965844402277,"Mean_Score"
"6",6,"Mean_Score",0.838235294117647,"Mean_Score"
"7",7,"Mean_Score",0.817836812144212,"Mean_Score"
"8",8,"Mean_Score",0.795098039215686,"Mean_Score"
"9",9,"Mean_Score",0.807400379506641,"Mean_Score"
"10",10,"Mean_Score",0.794117647058824,"Mean_Score"
