"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"WCN_Mean_Score",0.853921568627451,"WCN_Mean_Score"
"2",2,"WCN_Mean_Score",0.899047619047619,"WCN_Mean_Score"
"3",3,"WCN_Mean_Score",0.869070208728653,"WCN_Mean_Score"
"4",4,"WCN_Mean_Score",0.873814041745731,"WCN_Mean_Score"
"5",5,"WCN_Mean_Score",0.862428842504744,"WCN_Mean_Score"
"6",6,"WCN_Mean_Score",0.861480075901328,"WCN_Mean_Score"
"7",7,"WCN_Mean_Score",0.919607843137255,"WCN_Mean_Score"
"8",8,"WCN_Mean_Score",0.881372549019608,"WCN_Mean_Score"
"9",9,"WCN_Mean_Score",0.862672811059908,"WCN_Mean_Score"
"10",10,"WCN_Mean_Score",0.859582542694497,"WCN_Mean_Score"
