"","num_dataset","AUC_Train.model.name","AUC_Train.AUC","Model_Type"
"1",1,"RSA_SS_Mean_Score",0.883301707779886,"RSA_SS_Mean_Score"
"2",2,"RSA_SS_Mean_Score",0.82843137254902,"RSA_SS_Mean_Score"
"3",3,"RSA_SS_Mean_Score",0.838709677419355,"RSA_SS_Mean_Score"
"4",4,"RSA_SS_Mean_Score",0.86527514231499,"RSA_SS_Mean_Score"
"5",5,"RSA_SS_Mean_Score",0.83921568627451,"RSA_SS_Mean_Score"
"6",6,"RSA_SS_Mean_Score",0.827450980392157,"RSA_SS_Mean_Score"
"7",7,"RSA_SS_Mean_Score",0.872865275142315,"RSA_SS_Mean_Score"
"8",8,"RSA_SS_Mean_Score",0.841555977229602,"RSA_SS_Mean_Score"
"9",9,"RSA_SS_Mean_Score",0.852380952380952,"RSA_SS_Mean_Score"
"10",10,"RSA_SS_Mean_Score",0.876660341555977,"RSA_SS_Mean_Score"
