"","num_dataset","AUC","Model_Type"
"1",1,0.940196078431373,"RSA_WCN_SS_Mean_Score"
"2",2,0.930875576036866,"RSA_WCN_SS_Mean_Score"
"3",3,0.961100569259962,"RSA_WCN_SS_Mean_Score"
"4",4,0.953510436432638,"RSA_WCN_SS_Mean_Score"
"5",5,0.944971537001898,"RSA_WCN_SS_Mean_Score"
"6",6,0.947465437788018,"RSA_WCN_SS_Mean_Score"
"7",7,0.938235294117647,"RSA_WCN_SS_Mean_Score"
"8",8,0.93168880455408,"RSA_WCN_SS_Mean_Score"
"9",9,0.942156862745098,"RSA_WCN_SS_Mean_Score"
"10",10,0.951960784313725,"RSA_WCN_SS_Mean_Score"
