"","num_dataset","AUC","Model_Type"
"1",1,0.930740037950664,"RSA_WCN_SS_Mean_Score"
"2",2,0.954901960784314,"RSA_WCN_SS_Mean_Score"
"3",3,0.941013824884793,"RSA_WCN_SS_Mean_Score"
"4",4,0.944700460829493,"RSA_WCN_SS_Mean_Score"
"5",5,0.930392156862745,"RSA_WCN_SS_Mean_Score"
"6",6,0.947058823529412,"RSA_WCN_SS_Mean_Score"
"7",7,0.934535104364326,"RSA_WCN_SS_Mean_Score"
"8",8,0.946869070208729,"RSA_WCN_SS_Mean_Score"
"9",9,0.944022770398482,"RSA_WCN_SS_Mean_Score"
"10",10,0.956862745098039,"RSA_WCN_SS_Mean_Score"
