"","num_dataset","AUC","Model_Type"
"1",1,0.943074003795066,"RSA_WCN_SS_Mean_Score"
"2",2,0.936274509803922,"RSA_WCN_SS_Mean_Score"
"3",3,0.941176470588235,"RSA_WCN_SS_Mean_Score"
"4",4,0.945920303605313,"RSA_WCN_SS_Mean_Score"
"5",5,0.944117647058824,"RSA_WCN_SS_Mean_Score"
"6",6,0.932637571157495,"RSA_WCN_SS_Mean_Score"
"7",7,0.944700460829493,"RSA_WCN_SS_Mean_Score"
"8",8,0.932380952380952,"RSA_WCN_SS_Mean_Score"
"9",9,0.942156862745098,"RSA_WCN_SS_Mean_Score"
"10",10,0.964895635673624,"RSA_WCN_SS_Mean_Score"
