"","num_dataset","AUC","Model_Type"
"1",1,0.962998102466793,"RSA_WCN_SS_Mean_Score"
"2",2,0.944117647058824,"RSA_WCN_SS_Mean_Score"
"3",3,0.951960784313726,"RSA_WCN_SS_Mean_Score"
"4",4,0.946666666666667,"RSA_WCN_SS_Mean_Score"
"5",5,0.928842504743833,"RSA_WCN_SS_Mean_Score"
"6",6,0.951152073732719,"RSA_WCN_SS_Mean_Score"
"7",7,0.936432637571157,"RSA_WCN_SS_Mean_Score"
"8",8,0.949715370018975,"RSA_WCN_SS_Mean_Score"
"9",9,0.945098039215686,"RSA_WCN_SS_Mean_Score"
"10",10,0.930740037950664,"RSA_WCN_SS_Mean_Score"
