"","num_dataset","AUC","Model_Type"
"1",1,0.966666666666667,"RSA_WCN_SS_Mean_Score"
"2",2,0.94,"RSA_WCN_SS_Mean_Score"
"3",3,0.939278937381404,"RSA_WCN_SS_Mean_Score"
"4",4,0.935294117647059,"RSA_WCN_SS_Mean_Score"
"5",5,0.936432637571157,"RSA_WCN_SS_Mean_Score"
"6",6,0.943137254901961,"RSA_WCN_SS_Mean_Score"
"7",7,0.936432637571157,"RSA_WCN_SS_Mean_Score"
"8",8,0.926944971537002,"RSA_WCN_SS_Mean_Score"
"9",9,0.963133640552995,"RSA_WCN_SS_Mean_Score"
"10",10,0.944971537001898,"RSA_WCN_SS_Mean_Score"
