"","num_dataset","AUC","Model_Type"
"1",1,0.956356736242884,"RSA_WCN_SS_Mean_Score"
"2",2,0.93921568627451,"RSA_WCN_SS_Mean_Score"
"3",3,0.947817836812144,"RSA_WCN_SS_Mean_Score"
"4",4,0.932637571157495,"RSA_WCN_SS_Mean_Score"
"5",5,0.940196078431373,"RSA_WCN_SS_Mean_Score"
"6",6,0.935294117647059,"RSA_WCN_SS_Mean_Score"
"7",7,0.934562211981567,"RSA_WCN_SS_Mean_Score"
"8",8,0.94876660341556,"RSA_WCN_SS_Mean_Score"
"9",9,0.942156862745098,"RSA_WCN_SS_Mean_Score"
"10",10,0.955760368663594,"RSA_WCN_SS_Mean_Score"
