"","num_dataset","AUC","Model_Type"
"1",1,0.85673624288425,"RSA_SS"
"2",2,0.836274509803922,"RSA_SS"
"3",3,0.822119815668203,"RSA_SS"
"4",4,0.833965844402277,"RSA_SS"
"5",5,0.798861480075901,"RSA_SS"
"6",6,0.81078431372549,"RSA_SS"
"7",7,0.836190476190476,"RSA_SS"
"8",8,0.796078431372549,"RSA_SS"
"9",9,0.81404174573055,"RSA_SS"
"10",10,0.832068311195446,"RSA_SS"
