"","num_dataset","AUC","Model_Type"
"1",1,0.953921568627451,"RSA_WCN_SS_Mean_Score"
"2",2,0.942857142857143,"RSA_WCN_SS_Mean_Score"
"3",3,0.932637571157495,"RSA_WCN_SS_Mean_Score"
"4",4,0.944022770398482,"RSA_WCN_SS_Mean_Score"
"5",5,0.97843137254902,"RSA_WCN_SS_Mean_Score"
"6",6,0.943137254901961,"RSA_WCN_SS_Mean_Score"
"7",7,0.930740037950664,"RSA_WCN_SS_Mean_Score"
"8",8,0.930740037950664,"RSA_WCN_SS_Mean_Score"
"9",9,0.943074003795066,"RSA_WCN_SS_Mean_Score"
"10",10,0.945622119815668,"RSA_WCN_SS_Mean_Score"
