"","num_dataset","AUC","Model_Type"
"1",1,0.958254269449715,"RSA_WCN_SS_Mean_Score"
"2",2,0.946869070208729,"RSA_WCN_SS_Mean_Score"
"3",3,0.959803921568627,"RSA_WCN_SS_Mean_Score"
"4",4,0.936432637571157,"RSA_WCN_SS_Mean_Score"
"5",5,0.945920303605313,"RSA_WCN_SS_Mean_Score"
"6",6,0.923529411764706,"RSA_WCN_SS_Mean_Score"
"7",7,0.941013824884793,"RSA_WCN_SS_Mean_Score"
"8",8,0.951612903225806,"RSA_WCN_SS_Mean_Score"
"9",9,0.92843137254902,"RSA_WCN_SS_Mean_Score"
"10",10,0.938095238095238,"RSA_WCN_SS_Mean_Score"
