"","num_dataset","AUC","Model_Type"
"1",1,0.842504743833017,"WCN"
"2",2,0.814705882352941,"WCN"
"3",3,0.823041474654378,"WCN"
"4",4,0.790322580645161,"WCN"
"5",5,0.8,"WCN"
"6",6,0.808349146110057,"WCN"
"7",7,0.835294117647059,"WCN"
"8",8,0.823963133640553,"WCN"
"9",9,0.808349146110057,"WCN"
"10",10,0.82843137254902,"WCN"
