"","num_dataset","AUC","Model_Type"
"1",1,0.939278937381404,"RSA_WCN_SS_Mean_Score"
"2",2,0.936274509803922,"RSA_WCN_SS_Mean_Score"
"3",3,0.94876660341556,"RSA_WCN_SS_Mean_Score"
"4",4,0.96078431372549,"RSA_WCN_SS_Mean_Score"
"5",5,0.935294117647059,"RSA_WCN_SS_Mean_Score"
"6",6,0.931797235023041,"RSA_WCN_SS_Mean_Score"
"7",7,0.951612903225806,"RSA_WCN_SS_Mean_Score"
"8",8,0.955407969639469,"RSA_WCN_SS_Mean_Score"
"9",9,0.937327188940092,"RSA_WCN_SS_Mean_Score"
"10",10,0.934313725490196,"RSA_WCN_SS_Mean_Score"
